File	Line	Term	Text
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	58	Drop	    html.append("<tr><td>Spoil Amount: <font color=\"LEVEL\"> x" + RatesConfig.RATE_SPOIL_DROP_AMOUNT_MULTIPLIER + "<br><br></font></td></tr><br>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	62	Drop	    html.append("<tr><td>Drop Chance: <font color=\"LEVEL\"> x" + (RatesConfig.RATE_DEATH_DROP_CHANCE_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_DROP_CHANCE) + "<br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	63	Drop	    html.append("<tr><td>Drop Amount: <font color=\"LEVEL\"> x" + (RatesConfig.RATE_DEATH_DROP_AMOUNT_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_DROP_AMOUNT) + "<br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	64	Drop	    html.append("<tr><td>Spoil Chance: <font color=\"LEVEL\"> x" + (RatesConfig.RATE_SPOIL_DROP_CHANCE_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_SPOIL_CHANCE) + "<br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	65	Drop	    html.append("<tr><td>Spoil Amount: <font color=\"LEVEL\"> x" + (RatesConfig.RATE_SPOIL_DROP_AMOUNT_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_SPOIL_AMOUNT) + "<br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	77	Drop	    html.append("<tr><td>Drop Chance: <font color=\"LEVEL\">x" + (RatesConfig.RATE_DEATH_DROP_CHANCE_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_DROP_CHANCE) + " <br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	78	Drop	    html.append("<tr><td>Drop Amount: <font color=\"LEVEL\">x" + (RatesConfig.RATE_DEATH_DROP_AMOUNT_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_DROP_AMOUNT) + " <br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	79	Drop	    html.append("<tr><td>Spoil Chance: <font color=\"LEVEL\">x" + (RatesConfig.RATE_SPOIL_DROP_CHANCE_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_SPOIL_CHANCE) + " <br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	80	Drop	    html.append("<tr><td>Spoil Amount: <font color=\"LEVEL\">x" + (RatesConfig.RATE_SPOIL_DROP_AMOUNT_MULTIPLIER * PremiumSystemConfig.PREMIUM_RATE_SPOIL_AMOUNT) + " <br1></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Premium.java	82	TT	    html.append("<tr><td>Current Date: <font color=\"70FFCA\">" + format.format(System.currentTimeMillis()) + "<br><br></font></td></tr>");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	33	Boss	import org.l2jmobius.gameserver.managers.GrandBossManager;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	134	TT	  if (activeChar.getTarget() == null)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	139	TT	  else if (!activeChar.getTarget().isPlayer())
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	178	TT	  final Player ptarget = activeChar.getTarget().asPlayer();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	252	TT	  final int teleportTimer = WeddingConfig.WEDDING_TELEPORT_DURATION * 1000;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	273	Boss	  if (GrandBossManager.getInstance().getZone(activeChar) != null)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	275	Boss	   activeChar.sendMessage("You are inside a Boss Zone.");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	285	Boss	  if (GrandBossManager.getInstance().getZone(activeChar) != null)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	287	Boss	   activeChar.sendMessage("You are inside a Boss Zone.");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	371	Boss	  if (GrandBossManager.getInstance().getZone(partner) != null)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	373	Boss	   activeChar.sendMessage("Your partner is inside a Boss Zone.");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	454	TT	  String formattedTime = TimeUtil.formatDuration(teleportTimer);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	455	TT	  activeChar.sendMessage("You will be teleported to your partner in " + formattedTime + ".");
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	460	TT	  activeChar.setTarget(activeChar);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	463	TT	  activeChar.broadcastSkillPacket(new MagicSkillUse(activeChar, 1050, 1, teleportTimer, 0), activeChar);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	464	TT	  activeChar.sendPacket(new SetupGauge(activeChar.getObjectId(), 0, teleportTimer));
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	470	TT	  activeChar.setSkillCast(ThreadPool.schedule(ef, teleportTimer));
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\chat\commands\voiced\Wedding.java	471	TT	  activeChar.forceIsCasting(GameTimeTaskManager.getInstance().getGameTicks() + (teleportTimer / GameTimeTaskManager.MILLIS_IN_TICK));
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSoulShot.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSoulShot.java	25	TT	import org.l2jmobius.gameserver.model.item.enums.ShotType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSoulShot.java	62	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSoulShot.java	80	TT	  if (activeOwner.getSummon().isChargedShot(ShotType.SOULSHOTS))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSoulShot.java	99	TT	  activeOwner.getSummon().setChargedShot(ShotType.SOULSHOTS, true);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpice.java	45	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpice.java	52	TT	  if (!(activeChar.getTarget() instanceof FeedableBeast))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpiritShot.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpiritShot.java	25	TT	import org.l2jmobius.gameserver.model.item.enums.ShotType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpiritShot.java	62	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpiritShot.java	81	TT	  if (activeOwner.getSummon().isChargedShot(isBlessed ? ShotType.BLESSED_SPIRITSHOTS : ShotType.SPIRITSHOTS))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BeastSpiritShot.java	99	TT	  activeOwner.getSummon().setChargedShot(isBlessed ? ShotType.BLESSED_SPIRITSHOTS : ShotType.SPIRITSHOTS, true);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BlessedSpiritShot.java	31	TT	import org.l2jmobius.gameserver.model.item.enums.ShotType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BlessedSpiritShot.java	52	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BlessedSpiritShot.java	79	TT	  if (player.isChargedShot(ShotType.BLESSED_SPIRITSHOTS))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BlessedSpiritShot.java	85	TT	  final boolean gradeCheck = item.isEtcItem() && (item.getEtcItem().getDefaultAction() == ActionType.SPIRITSHOT) && (weaponInst.getTemplate().getCrystalTypePlus() == item.getTemplate().getCrystalTypePlus());
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\BlessedSpiritShot.java	109	TT	  player.setChargedShot(ShotType.BLESSED_SPIRITSHOTS, true);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Calculator.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\CharmOfCourage.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\CharmOfCourage.java	44	TT	  final int itemLevel = item.getTemplate().getCrystalType().getLevel();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ExtractableItems.java	60	TT	  final EtcItem etcitem = (EtcItem) item.getTemplate();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ExtractableItems.java	107	TT	       if (i.getTemplate().getId() == expi.getId())
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ExtractableItems.java	119	TT	      final ItemTemplate template = ItemData.getInstance().getTemplate(expi.getId());
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ExtractableItems.java	175	TT	     final ItemTemplate template = ItemData.getInstance().getTemplate(expi.getId());
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	27	TT	import org.l2jmobius.gameserver.model.item.enums.ShotType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	57	TT	  if (player.isChargedShot(ShotType.FISH_SOULSHOTS))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	63	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	70	TT	  final boolean gradeCheck = item.isEtcItem() && (item.getEtcItem().getDefaultAction() == ActionType.FISHINGSHOT) && (weaponInst.getTemplate().getCrystalTypePlus() == item.getTemplate().getCrystalTypePlus());
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	82	TT	  player.setChargedShot(ShotType.FISH_SOULSHOTS, true);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	84	TT	  final WorldObject oldTarget = player.getTarget();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	85	TT	  player.setTarget(player);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\FishShots.java	88	TT	  player.setTarget(oldTarget);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Harvester.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Harvester.java	47	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Harvester.java	55	TT	  final WorldObject target = player.getTarget();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ItemSkillsTemplate.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ItemSkillsTemplate.java	86	TT	    if (!itemSkill.checkCondition(playable, playable.getTarget(), false))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ItemSkillsTemplate.java	115	TT	    if (itemSkill.isSimultaneousCast() || ((item.getTemplate().hasImmediateEffect() || item.getTemplate().hasExImmediateEffect()) && itemSkill.isStatic()))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ItemSkillsTemplate.java	151	TT	  switch (item.getTemplate().getDefaultAction())
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\ItemSkillsTemplate.java	156	TT	    if (!hasConsumeSkill && item.getTemplate().hasImmediateEffect())
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\MercTicket.java	60	TT	  if (MercTicketManager.getInstance().getTicketCastleId(itemId) != castleId)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\MercTicket.java	118	TT	  else if (MercTicketManager.getInstance().isAtTypeLimit(item.getId()))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\PetFood.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\PetFood.java	50	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\PetFood.java	77	TT	      pet.sendPacket(SystemMessageId.YOUR_PET_ATE_A_LITTLE_BUT_IS_STILL_HUNGRY);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Recipes.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\RollingDice.java	73	DK	  Broadcast.toSelfAndKnownPlayers(player, new Dice(player.getObjectId(), itemId, number, destination.getX(), destination.getY(), destination.getZ()));
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\RollingDice.java	86	TT	   player.getParty().broadcastToPartyMembers(player, sm);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Seed.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Seed.java	51	TT	  final WorldObject tgt = playable.getTarget();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\Seed.java	89	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SevenSignsRecord.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	31	TT	import org.l2jmobius.gameserver.model.item.enums.ShotType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	53	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	72	TT	  final boolean gradeCheck = item.isEtcItem() && (item.getEtcItem().getDefaultAction() == ActionType.SOULSHOT) && (weaponInst.getTemplate().getCrystalTypePlus() == item.getTemplate().getCrystalTypePlus());
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	77	TT	    player.sendPacket(SystemMessageId.THE_SOULSHOT_YOU_ARE_ATTEMPTING_TO_USE_DOES_NOT_MATCH_THE_GRADE_OF_YOUR_EQUIPPED_WEAPON);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	84	TT	  if (player.isChargedShot(ShotType.SOULSHOTS))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	107	TT	  weaponInst.setChargedShot(ShotType.SOULSHOTS, true);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SoulShots.java	111	DK	  Broadcast.toSelfAndKnownPlayersInRadius(player, new MagicSkillUse(player, player, skills[0].getSkillId(), skills[0].getSkillLevel(), 0, 0), 600);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SpecialXMas.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SpiritShot.java	30	TT	import org.l2jmobius.gameserver.model.item.enums.ShotType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SpiritShot.java	51	TT	  final SkillHolder[] skills = item.getTemplate().getSkills();
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SpiritShot.java	71	TT	  if (player.isChargedShot(ShotType.SPIRITSHOTS))
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SpiritShot.java	76	TT	  final boolean gradeCheck = item.isEtcItem() && (item.getEtcItem().getDefaultAction() == ActionType.SPIRITSHOT) && (weaponInst.getTemplate().getCrystalTypePlus() == item.getTemplate().getCrystalTypePlus());
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SpiritShot.java	99	TT	  player.setChargedShot(ShotType.SPIRITSHOTS, true);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SummonItems.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SummonItems.java	52	TT	  if (player.isSitting())
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SummonItems.java	54	TT	   player.sendPacket(SystemMessageId.YOU_CANNOT_MOVE_WHILE_SITTING);
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\items\SummonItems.java	64	TT	  if (player.isAttackingNow() || player.isInCombat())
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	23	TT	import org.l2jmobius.gameserver.model.punishment.PunishmentTask;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	24	TT	import org.l2jmobius.gameserver.model.punishment.PunishmentType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	37	TT	 public void onStart(PunishmentTask task)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	98	TT	 public void onEnd(PunishmentTask task)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	113	TT	 public PunishmentType getType()
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\BanHandler.java	115	TT	  return PunishmentType.BAN;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	15	TT	 * along with this program. If not, see <http://www.gnu.org/licenses/>.
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	23	TT	import org.l2jmobius.gameserver.model.punishment.PunishmentTask;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	24	TT	import org.l2jmobius.gameserver.model.punishment.PunishmentType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	36	TT	 public void onStart(PunishmentTask task)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	93	TT	 public void onEnd(PunishmentTask task)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	154	TT	 private void applyToPlayer(PunishmentTask task, Player player)
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	156	TT	  final long delay = ((task.getExpirationTime() - System.currentTimeMillis()) / 1000) + 1;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	198	TT	 public PunishmentType getType()
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\ChatBanHandler.java	200	TT	  return PunishmentType.CHAT_BAN;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\JailHandler.java	31	TT	import org.l2jmobius.gameserver.model.actor.tasks.player.TeleportTask;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\JailHandler.java	33	TT	import org.l2jmobius.gameserver.model.events.EventType;
D:\Lineage-II-Ashen-Dynasty\l2-ashen-dynasty-rebuild\server\runtime\interlude\game\data\scripts\handlers\punishments\JailHandler.java	38	TT	import org.l2jmobius.gameserver.model.punishment.PunishmentTask;
